Date,Product_ID,Product_Name,Product_Category,Model_Series,Units_Sold,Revenue_INR,Region,State,City,Online_Offline,Store_Name,Discount_Percent,Stock_Available,Review_ID,Platform,Customer_ID,Sentiment_Label,Star_Rating,Return_Product,Return_Reason,Keywords_Extracted,Review_Text,Helpfulness_Votes
2025-05-07,SPK-1002,Speaker Sound Tower 2,Speaker,Sound Tower,615,5798835,West,Rajasthan,Udaipur,Online,,15,52,R59394,Amazon,C34391,Positive,5,Yes,Off level town.,bass,Pretty across scene best anything. positive experience with bass.,16
2024-11-11,LPT-1005,Galaxy Book 5,Laptop,Galaxy Book,699,23327727,East,West Bengal,Kolkata,Online,,0,190,R28046,Flipkart,C60063,Positive,4,No,,screen,Window then cell mean nearly. positive experience with screen.,19
2024-10-26,PHN-1004,Galaxy M 4,Smartphone,Galaxy M,423,5009166,West,Gujarat,Ahmedabad,Online,,5,107,R99909,Amazon,C52825,Neutral,3,No,,display,Poor total manager president moment task involve really. neutral experience with display.,39
2025-07-08,LPT-1005,Galaxy Book 5,Laptop,Galaxy Book,226,9089494,East,West Bengal,Kolkata,Online,,5,12,R87215,Amazon,C42647,Positive,5,No,,performance,Here clearly stock decade respond woman truth. positive experience with performance.,40
2025-03-20,TAB-1005,Galaxy Tab 5,Smart Tablet,Galaxy Tab,720,35150400,North,Uttar Pradesh,Lucknow,Offline,Croma,0,125,R12281,,C56706,Positive,5,,,apps,Executive big street must. positive experience with apps.,90
2024-08-09,TAB-1001,Galaxy Tab 1,Smart Tablet,Galaxy Tab,761,24071952,East,Bihar,Patna,Online,,10,25,R85078,Samsung.com,C87432,Negative,1,No,,battery,Ground affect parent site wonder analysis now. negative experience with battery.,65
2025-07-05,MON-1005,Desktop Monitor ViewFinity 5,Desktop Monitor,ViewFinity,95,3391595,North,Uttar Pradesh,Kanpur,Online,,15,85,R20367,Samsung.com,C83749,Positive,4,Yes,Apply improve process think money.,panel,Development together raise. positive experience with panel.,48
2025-05-16,LED-T-1003,LED TV T Series 3,LED TV,T Series,469,26800536,East,Bihar,Patna,Offline,Poorvika,20,110,R91119,,C31788,Positive,5,,,HDR,Few foreign who mother authority. positive experience with HDR.,21
2025-02-08,LPT-1003,Galaxy Book 3,Laptop,Galaxy Book,160,1290880,East,West Bengal,Kolkata,Offline,Samsung Store,10,143,R33303,,C67984,Positive,5,,,keyboard,Product opportunity report vote report air there. positive experience with keyboard.,10
2025-03-20,FRZ-1003,Refrigerator Smart Fridge 3,Refrigerator,Smart Fridge,546,27821976,West,Gujarat,Ahmedabad,Online,,20,48,R79169,Flipkart,C59384,Positive,5,Yes,Kind never rise.,design,Space us light include production make stop. positive experience with design.,13
2025-05-25,LPT-1003,Galaxy Book 3,Laptop,Galaxy Book,544,30480864,Central,Chhattisgarh,Raipur,Online,,0,7,R84704,Amazon,C75922,Positive,4,Yes,Analysis month of current hotel.,speed,Station so voice. positive experience with speed.,77
2024-12-06,FRZ-1004,Refrigerator Smart Fridge 4,Refrigerator,Smart Fridge,679,19807788,South,Kerala,Thiruvananthapuram,Offline,Sangeetha,5,4,R23806,,C53908,Negative,2,,,noise,Require dream feel various several table difference. negative experience with noise.,18
2025-01-17,KYB-1004,Keyboard Samsung Keys 4,Keyboard,Samsung Keys,127,3393567,South,Karnataka,Bengaluru,Offline,Lot Mobiles,20,15,R71239,,C23590,Positive,5,,,USB,Individual school you bit total expect discussion. positive experience with USB.,96
2024-12-28,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,456,12395448,West,Maharashtra,Pune,Offline,Poorvika,15,36,R94264,,C70404,Positive,4,,,display,Anyone early cost something and whom must. positive experience with display.,53
2024-08-24,LED-T-1004,LED TV T Series 4,LED TV,T Series,222,10697070,South,Kerala,Thiruvananthapuram,Offline,Lot Mobiles,0,113,R98521,,C65435,Negative,2,,,remote,Performance our check piece few board. negative experience with remote.,22
2025-07-14,MON-1003,Desktop Monitor ViewFinity 3,Desktop Monitor,ViewFinity,291,12450144,East,Assam,Guwahati,Offline,Vijay Sales,15,82,R82253,,C19754,Neutral,3,,,color,Soldier rest improve believe develop notice career. neutral experience with color.,46
2025-01-09,KYB-1001,Keyboard Samsung Keys 1,Keyboard,Samsung Keys,709,41562998,South,Kerala,Kochi,Offline,Reliance Digital,10,40,R21014,,C42240,Neutral,3,,,USB,Model despite expect task commercial audience race. neutral experience with USB.,55
2024-07-28,MON-1005,Desktop Monitor ViewFinity 5,Desktop Monitor,ViewFinity,88,4825656,East,Odisha,Bhubaneswar,Online,,10,79,R55129,Amazon,C98500,Positive,5,No,,panel,Maintain better here quite meeting. positive experience with panel.,11
2024-11-22,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,474,12491796,Central,Chhattisgarh,Raipur,Online,,10,190,R96460,Samsung.com,C24694,Positive,4,Yes,General once large road performance prove.,charging,Blood list foot there why add long room. positive experience with charging.,97
2024-12-04,MSE-1004,Mouse Samsung Mouse 4,Mouse,Samsung Mouse,303,17587029,West,Rajasthan,Udaipur,Offline,Sangeetha,20,186,R27543,,C91702,Neutral,3,,,USB,Or six sport a reason full. neutral experience with USB.,30
2024-11-25,MON-1005,Desktop Monitor ViewFinity 5,Desktop Monitor,ViewFinity,275,11732050,North,Uttar Pradesh,Kanpur,Online,,10,149,R62793,Flipkart,C11588,Positive,5,Yes,Many long less.,stand,Yard whatever along add serious color after. positive experience with stand.,70
2024-11-19,SSD-1001,SSD EVO Series 1,SSD,EVO Series,725,20155000,Central,Chhattisgarh,Raipur,Online,,20,119,R45828,Amazon,C24506,Positive,5,No,,fast,Consumer assume thank lawyer central glass. positive experience with fast.,54
2024-10-08,LPT-1001,Galaxy Book 1,Laptop,Galaxy Book,746,40668936,North,Punjab,Amritsar,Online,,15,37,R44859,Amazon,C22755,Positive,5,Yes,Help recently few.,battery,Significant there eye sister. positive experience with battery.,81
2025-03-01,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,638,36630770,East,Bihar,Patna,Offline,UniverCell,5,161,R61964,,C88852,Positive,5,,,connectivity,True might phone meet north. positive experience with connectivity.,2
2025-01-14,TAB-1005,Galaxy Tab 5,Smart Tablet,Galaxy Tab,227,2290203,West,Gujarat,Surat,Offline,Big C,5,169,R87440,,C16628,Neutral,3,,,note-taking,Road question reason. neutral experience with note-taking.,81
2025-01-16,KYB-1004,Keyboard Samsung Keys 4,Keyboard,Samsung Keys,769,27080335,South,Telangana,Hyderabad,Offline,Reliance Digital,20,99,R56019,,C58158,Neutral,3,,,response,Data yeah pay all tax car Mr. neutral experience with response.,18
2024-08-30,TAB-1002,Galaxy Tab 2,Smart Tablet,Galaxy Tab,343,4986191,Central,Chhattisgarh,Raipur,Offline,Croma,15,136,R47724,,C87236,Positive,4,,,note-taking,His end computer raise defense. positive experience with note-taking.,60
2025-05-28,SPK-1003,Speaker Sound Tower 3,Speaker,Sound Tower,171,654930,East,Assam,Guwahati,Online,,20,10,R60518,Flipkart,C81742,Positive,4,Yes,North alone movement.,bluetooth,History professor full consider area. positive experience with bluetooth.,81
2025-04-16,SPK-1002,Speaker Sound Tower 2,Speaker,Sound Tower,793,23630607,East,Bihar,Patna,Online,,0,52,R81947,Samsung.com,C58002,Positive,4,Yes,Budget pattern space force.,bluetooth,Reduce leave everything property structure huge form. positive experience with bluetooth.,39
2025-02-18,LPT-1003,Galaxy Book 3,Laptop,Galaxy Book,108,231660,West,Maharashtra,Mumbai,Offline,Lot Mobiles,5,108,R24128,,C89796,Positive,5,,,battery,Lay style detail. positive experience with battery.,79
2024-12-24,MON-1002,Desktop Monitor ViewFinity 2,Desktop Monitor,ViewFinity,78,2203500,East,Assam,Guwahati,Offline,Lot Mobiles,15,196,R98327,,C23381,Positive,4,,,panel,Reveal however example hospital. positive experience with panel.,96
2025-01-10,TAB-1002,Galaxy Tab 2,Smart Tablet,Galaxy Tab,82,3555274,East,Odisha,Bhubaneswar,Online,,0,136,R12541,Flipkart,C41730,Positive,4,Yes,Better wife design performance main fall.,portability,Trouble family weight across continue government. positive experience with portability.,23
2025-04-02,LED-T-1003,LED TV T Series 3,LED TV,T Series,556,22534124,South,Telangana,Hyderabad,Online,,5,15,R33644,Flipkart,C40554,Positive,5,No,,sound,Economy bag year discussion. positive experience with sound.,56
2024-09-17,LED-T-1005,LED TV T Series 5,LED TV,T Series,255,13642500,Central,Madhya Pradesh,Bhopal,Offline,Vijay Sales,15,112,R82650,,C43690,Positive,5,,,HDR,Talk pattern see quite town. positive experience with HDR.,30
2024-07-22,KYB-1004,Keyboard Samsung Keys 4,Keyboard,Samsung Keys,715,20952360,North,Delhi,New Delhi,Offline,Croma,15,39,R87908,,C30509,Neutral,3,,,layout,Quality though must nice. neutral experience with layout.,100
2024-08-06,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,535,23299785,North,Uttar Pradesh,Kanpur,Online,,5,162,R26852,Flipkart,C99190,Positive,4,No,,fit,Main mean own modern. positive experience with fit.,59
2025-05-29,EBR-1005,Galaxy Buds 5,Earbuds,Galaxy Buds,62,3015742,South,Karnataka,Bengaluru,Online,,20,199,R68419,Amazon,C74761,Neutral,3,Yes,Never some various physical public.,noise cancel,End baby check under federal organization sign. neutral experience with noise cancel.,88
2025-07-13,MSE-1003,Mouse Samsung Mouse 3,Mouse,Samsung Mouse,152,6764456,West,Maharashtra,Nagpur,Online,,10,29,R91415,Flipkart,C92278,Positive,5,No,,scroll,Individual include author man loss station ever. positive experience with scroll.,32
2025-07-12,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,263,14445801,North,Delhi,New Delhi,Offline,Big C,15,9,R53159,,C68909,Negative,2,,,bluetooth,Finish become we both such compare represent from. negative experience with bluetooth.,81
2024-09-26,SSD-1003,SSD EVO Series 3,SSD,EVO Series,343,16779217,East,Assam,Guwahati,Online,,5,37,R18751,Flipkart,C85455,Positive,4,No,,storage,Director fight poor front job loss town author. positive experience with storage.,19
2024-08-04,KYB-1002,Keyboard Samsung Keys 2,Keyboard,Samsung Keys,407,18125745,East,Odisha,Bhubaneswar,Online,,15,200,R48973,Amazon,C86925,Positive,5,No,,USB,Degree future Republican traditional state involve establish. positive experience with USB.,4
2024-07-19,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,331,7795381,North,Delhi,New Delhi,Online,,0,100,R28713,Samsung.com,C18239,Negative,2,Yes,Community fall receive let.,battery,Study race clearly hot left positive every. negative experience with battery.,57
2025-04-18,SSD-1004,SSD EVO Series 4,SSD,EVO Series,305,3160410,North,Punjab,Amritsar,Online,,20,181,R79507,Flipkart,C41897,Positive,4,Yes,Office fine meet three find west.,storage,Believe room fish face issue. positive experience with storage.,64
2025-04-14,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,718,32767366,North,Delhi,New Delhi,Online,,10,130,R98879,Flipkart,C41773,Positive,5,Yes,Rate commercial customer hospital.,charging,International market social run. positive experience with charging.,0
2024-08-27,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,526,12178478,North,Uttar Pradesh,Kanpur,Offline,Croma,5,70,R61774,,C39769,Positive,4,,,sound,Product bank attorney apply commercial beautiful government. positive experience with sound.,98
2025-03-07,SPK-1005,Speaker Sound Tower 5,Speaker,Sound Tower,482,14767516,West,Maharashtra,Mumbai,Online,,0,152,R87461,Amazon,C72781,Negative,2,Yes,Moment language per page fund natural.,sound,Strong create government increase. negative experience with sound.,33
2024-08-15,SPK-1004,Speaker Sound Tower 4,Speaker,Sound Tower,88,215952,South,Karnataka,Bengaluru,Online,,0,57,R66795,Samsung.com,C90666,Positive,5,Yes,Class require ok look.,loud,Several argue several pass this recognize buy. positive experience with loud.,26
2025-02-11,SPK-1001,Speaker Sound Tower 1,Speaker,Sound Tower,675,6857325,Central,Chhattisgarh,Raipur,Offline,UniverCell,20,25,R94124,,C31263,Negative,2,,,sound,All middle trade series this best city. negative experience with sound.,41
2025-02-08,MSE-1005,Mouse Samsung Mouse 5,Mouse,Samsung Mouse,723,5861361,Central,Madhya Pradesh,Indore,Offline,Sangeetha,15,141,R94513,,C38900,Positive,4,,,scroll,Control company talk door. positive experience with scroll.,50
2025-07-11,TAB-1003,Galaxy Tab 3,Smart Tablet,Galaxy Tab,285,2502300,East,West Bengal,Kolkata,Online,,20,176,R11115,Amazon,C84758,Positive,5,Yes,Recent few into writer nature.,battery,A writer style work war. positive experience with battery.,43
2024-12-14,EBR-1001,Galaxy Buds 1,Earbuds,Galaxy Buds,537,24451758,Central,Chhattisgarh,Raipur,Offline,Vijay Sales,10,65,R39621,,C99441,Neutral,3,,,bluetooth,Recent thus economic stay each business. neutral experience with bluetooth.,21
2025-06-10,EBR-1004,Galaxy Buds 4,Earbuds,Galaxy Buds,364,12549264,East,Bihar,Patna,Online,,0,76,R30911,Amazon,C72319,Positive,5,No,,sound,Guy American during blood mother step possible. positive experience with sound.,0
2024-09-23,PHN-1003,Galaxy M 3,Smartphone,Galaxy M,165,4485030,East,Odisha,Bhubaneswar,Offline,Poorvika,0,114,R42722,,C35251,Positive,5,,,battery,Strong continue water last character describe far. positive experience with battery.,54
2024-10-18,SSD-1001,SSD EVO Series 1,SSD,EVO Series,550,5126550,West,Maharashtra,Mumbai,Online,,15,170,R70233,Flipkart,C13266,Negative,2,No,,reliable,Air science task film mouth. negative experience with reliable.,40
2025-02-12,LPT-1004,Galaxy Book 4,Laptop,Galaxy Book,64,2814080,Central,Madhya Pradesh,Indore,Online,,5,192,R34891,Flipkart,C20598,Negative,2,Yes,Even hard apply candidate.,screen,Possible add provide their pattern design production arrive. negative experience with screen.,42
2024-09-21,KYB-1004,Keyboard Samsung Keys 4,Keyboard,Samsung Keys,565,4834705,East,Odisha,Bhubaneswar,Offline,Poorvika,20,163,R65568,,C96284,Positive,4,,,typing,Role west area bed foreign across down. positive experience with typing.,48
2025-01-15,FRZ-1001,Refrigerator Smart Fridge 1,Refrigerator,Smart Fridge,70,2569420,West,Rajasthan,Udaipur,Offline,Croma,20,114,R81187,,C36816,Negative,1,,,space,Memory nature plan mean exactly late. negative experience with space.,9
2025-04-27,MSE-1001,Mouse Samsung Mouse 1,Mouse,Samsung Mouse,261,14377707,North,Punjab,Ludhiana,Online,,15,26,R83373,Flipkart,C77301,Positive,4,Yes,Run let store believe discuss discussion.,USB,Quite impact from adult will claim. positive experience with USB.,89
2025-04-11,EBR-1005,Galaxy Buds 5,Earbuds,Galaxy Buds,231,5385765,South,Kerala,Thiruvananthapuram,Offline,Lot Mobiles,5,174,R67049,,C18767,Positive,5,,,battery,Responsibility when affect rich when father. positive experience with battery.,59
2024-10-04,PHN-1004,Galaxy M 4,Smartphone,Galaxy M,290,6093480,West,Rajasthan,Udaipur,Online,,5,177,R86191,Flipkart,C71549,Positive,5,Yes,Address cup arrive.,display,Begin next sense between. positive experience with display.,78
2024-10-11,EBR-1005,Galaxy Buds 5,Earbuds,Galaxy Buds,645,36041310,East,Bihar,Patna,Offline,Big C,20,65,R92812,,C72696,Positive,4,,,sound,We family no hit. positive experience with sound.,71
2025-02-03,TAB-1002,Galaxy Tab 2,Smart Tablet,Galaxy Tab,597,6100743,East,Bihar,Patna,Offline,Poorvika,0,10,R15433,,C92703,Positive,4,,,battery,Why note yeah baby bad resource financial. positive experience with battery.,2
2024-09-07,MSE-1005,Mouse Samsung Mouse 5,Mouse,Samsung Mouse,339,14361735,West,Gujarat,Ahmedabad,Online,,20,126,R59348,Samsung.com,C70052,Positive,5,No,,click,Tax also son build. positive experience with click.,71
2025-02-09,LPT-1002,Galaxy Book 2,Laptop,Galaxy Book,577,19389508,West,Rajasthan,Jaipur,Offline,Croma,20,130,R27687,,C59221,Positive,4,,,keyboard,Film blood yeah discuss. positive experience with keyboard.,6
2024-11-13,LED-T-1005,LED TV T Series 5,LED TV,T Series,472,24575152,East,Bihar,Patna,Online,,20,166,R67161,Amazon,C19714,Neutral,3,Yes,Almost middle life clear oil change.,HDR,Wait question now in least specific. neutral experience with HDR.,35
2025-03-03,LED-T-1002,LED TV T Series 2,LED TV,T Series,359,10775385,East,Bihar,Patna,Online,,20,45,R38716,Flipkart,C29870,Negative,2,Yes,Offer report letter nation.,HDR,Wrong certainly hour wind. negative experience with HDR.,90
2024-09-18,MON-1001,Desktop Monitor ViewFinity 1,Desktop Monitor,ViewFinity,531,2710755,East,Odisha,Bhubaneswar,Offline,Sangeetha,5,82,R23571,,C13609,Negative,2,,,HDMI,Fish leave analysis. negative experience with HDMI.,21
2025-02-23,KYB-1002,Keyboard Samsung Keys 2,Keyboard,Samsung Keys,313,5041178,Central,Chhattisgarh,Raipur,Offline,Lot Mobiles,10,47,R63112,,C65244,Positive,4,,,layout,Table feel back over theory. positive experience with layout.,22
2024-11-04,LED-T-1003,LED TV T Series 3,LED TV,T Series,353,14158830,West,Gujarat,Ahmedabad,Offline,Samsung Store,10,14,R25176,,C72811,Positive,4,,,remote,Clear would next. positive experience with remote.,61
2025-06-13,LED-T-1002,LED TV T Series 2,LED TV,T Series,60,198120,West,Maharashtra,Nagpur,Online,,15,161,R97504,Samsung.com,C41437,Positive,5,Yes,Fine travel area wall really.,HDR,Control cause area morning. positive experience with HDR.,2
2025-06-27,SSD-1002,SSD EVO Series 2,SSD,EVO Series,565,6555695,East,Odisha,Bhubaneswar,Online,,10,83,R99889,Flipkart,C70201,Positive,5,Yes,Check to information.,fast,Next onto skill world respond responsibility society. positive experience with fast.,17
2024-12-03,LPT-1005,Galaxy Book 5,Laptop,Galaxy Book,437,14295144,East,Assam,Guwahati,Offline,Sangeetha,15,25,R91723,,C93588,Positive,4,,,keyboard,Control more state nature budget old. positive experience with keyboard.,86
2025-06-13,MSE-1003,Mouse Samsung Mouse 3,Mouse,Samsung Mouse,663,4051593,West,Maharashtra,Mumbai,Online,,0,105,R23447,Amazon,C45608,Positive,4,Yes,Mother dream movement treatment.,scroll,Lay finish oil more old view actually. positive experience with scroll.,39
2024-08-14,KYB-1002,Keyboard Samsung Keys 2,Keyboard,Samsung Keys,134,5094278,South,Kerala,Kochi,Online,,0,159,R21080,Samsung.com,C39477,Neutral,3,Yes,Course add figure lead herself success well.,USB,Compare wonder laugh address character probably phone song. neutral experience with USB.,69
2025-06-28,TAB-1001,Galaxy Tab 1,Smart Tablet,Galaxy Tab,520,30447040,East,West Bengal,Kolkata,Online,,5,180,R11357,Amazon,C50454,Positive,5,No,,apps,Choose reveal college Mr loss account clear. positive experience with apps.,82
2024-11-10,KYB-1003,Keyboard Samsung Keys 3,Keyboard,Samsung Keys,565,6009340,South,Andhra Pradesh,Visakhapatnam,Online,,5,191,R86456,Samsung.com,C50152,Positive,5,Yes,Recently officer strong present civil.,keys,Only peace wear small grow night. positive experience with keys.,72
